Gender,Income Type,Annual Income,Employment Duration,Education Level,Approved
Female,Salaried,22781.2,5.7,Doctorate,0
Male,Salaried,26056.88,6.9,Bachelor's,0
Female,Salaried,104426.8,1.3,High School,1
Female,Salaried,86397.99,10.3,Bachelor's,1
Female,Business,34221.06,14.5,High School,1
Male,Business,83218.67,10.1,Doctorate,1
Female,Self-Employed,109035.51,,Master's,1
Male,Salaried,64092.11,5.3,High School,1
Female,Business,142964.69,14.8,Master's,1
Female,Self-Employed,13278.15,2.3,Bachelor's,0
Male,Business,85814.7,10.3,High School,1
Female,Self-Employed,99995.85,0.1,Bachelor's,1
Male,Business,91740.32,0.0,Bachelor's,0
Male,Self-Employed,58869.33,8.6,High School,0
Female,Salaried,56286.76,8.6,Master's,1
Male,Student,14125.92,0.5,High School,0
Female,Self-Employed,89472.63,16.0,Bachelor's,1
Female,Self-Employed,83074.2,0.8,High School,0
Male,Salaried,96201.74,1.6,Doctorate,1
Male,Self-Employed,34433.9,14.0,Master's,1
Male,Self-Employed,58166.87,1.2,High School,0
Male,Salaried,36799.52,6.9,Bachelor's,0
Female,Salaried,53416.62,4.5,High School,0
Female,Self-Employed,95456.63,0.5,Master's,1
Male,Business,68239.52,2.0,High School,0
Female,Self-Employed,143205.77,4.4,Master's,1
Female,Salaried,70802.19,11.5,Master's,1
Female,Self-Employed,66790.76,7.4,Bachelor's,1
Female,Salaried,68185.49,5.8,High School,1
Male,Salaried,45865.74,4.1,Bachelor's,0
Male,Salaried,63264.9,2.1,Bachelor's,0
Female,Salaried,98833.64,0.8,Bachelor's,1
Male,Salaried,68419.12,3.2,Bachelor's,1
Male,Salaried,41196.21,0.2,Bachelor's,0
Male,Salaried,37247.46,1.4,Bachelor's,0
Female,Salaried,51493.94,3.4,Master's,0
Female,Self-Employed,67215.9,3.3,High School,0
Female,Salaried,100807.6,0.3,Bachelor's,0
Male,Salaried,24785.34,5.3,Master's,0
Female,Business,55405.21,4.8,High School,0
Female,Salaried,69329.3,0.5,Bachelor's,0
Male,Self-Employed,12000.0,17.2,Master's,1
Female,Salaried,39992.05,0.6,Bachelor's,0
Female,Salaried,44603.34,11.6,High School,0
Male,Self-Employed,41120.89,0.0,High School,0
Male,Self-Employed,70756.69,12.8,Bachelor's,1
Male,Pensioner,21457.08,0.0,High School,0
Female,Self-Employed,48341.42,8.5,Doctorate,1
Female,Student,15444.87,0.7,Bachelor's,0
Female,Salaried,116692.24,8.0,Bachelor's,1
Male,Salaried,114177.7,3.1,Master's,1
Male,Salaried,12000.0,0.4,Bachelor's,0
Female,Salaried,82312.17,8.8,Bachelor's,1
Female,Self-Employed,59659.3,0.4,Bachelor's,0
Male,Self-Employed,69654.66,15.3,High School,1
Male,Salaried,53051.51,0.3,Doctorate,0
Male,Pensioner,16866.58,0.0,Bachelor's,0
Male,Business,69542.22,7.7,Master's,1
Female,Salaried,47631.45,3.0,Bachelor's,0
Male,Salaried,38108.97,1.5,Master's,0
Female,Salaried,51539.13,8.5,High School,1
Female,Salaried,72027.78,9.2,Doctorate,1
Female,Salaried,82969.89,15.4,Master's,1
Male,Self-Employed,90600.47,2.8,Bachelor's,1
Male,Salaried,50174.3,4.2,Master's,1
Male,Salaried,73515.34,2.7,Master's,1
Male,Student,15865.87,1.4,Master's,0
Female,Self-Employed,99967.85,8.3,Bachelor's,1
Male,Pensioner,44013.57,0.0,Bachelor's,0
Male,Salaried,58372.05,3.4,Master's,1
Female,Salaried,70733.73,3.1,Master's,1
Male,Self-Employed,30508.78,7.5,Bachelor's,0
Female,Salaried,59191.71,15.0,Master's,1
Female,Salaried,87337.59,6.6,High School,1
Female,Self-Employed,84258.41,3.8,Master's,1
Female,Self-Employed,56891.97,9.1,High School,0
Female,Salaried,71531.55,6.1,Bachelor's,1
Female,Salaried,40260.49,0.4,Bachelor's,0
Female,Salaried,86104.76,0.6,Bachelor's,1
Female,Salaried,62665.36,0.2,Bachelor's,0
Male,Salaried,56721.46,3.7,Bachelor's,0
Male,Salaried,54148.28,10.5,Bachelor's,1
Male,Salaried,63113.18,2.3,High School,0
Male,Student,23066.42,0.5,Master's,0
Female,Self-Employed,84744.29,14.4,Bachelor's,1
Male,Business,53141.49,10.9,Bachelor's,1
Female,Salaried,112788.92,6.6,Bachelor's,1
Male,Salaried,108956.32,1.9,Master's,1
Male,Salaried,38253.7,0.7,Bachelor's,0
Male,Salaried,67091.13,0.1,High School,0
Female,Salaried,45480.3,0.7,Master's,0
Male,Business,55200.57,2.1,Doctorate,1
Female,Self-Employed,125072.82,4.8,Bachelor's,1
Female,Self-Employed,55772.86,0.4,Doctorate,0
Male,Salaried,75806.78,0.9,Bachelor's,1
Male,Pensioner,49954.3,0.0,Bachelor's,0
Male,Salaried,34981.12,6.0,Bachelor's,0
Female,Salaried,39347.14,5.7,Bachelor's,0
Male,Salaried,28819.33,4.8,High School,0
Female,Business,38420.88,1.7,High School,0
Female,Student,20557.85,1.8,High School,0
Male,Salaried,81337.47,0.6,Bachelor's,0
Male,Pensioner,43432.91,0.0,Bachelor's,0
Female,Business,69434.62,13.7,Bachelor's,1
Female,Salaried,22511.93,23.4,Bachelor's,1
Female,Salaried,45716.71,6.3,Doctorate,1
Male,Salaried,51233.69,14.9,Bachelor's,1
Female,Student,8803.08,1.1,Bachelor's,0
Male,Salaried,90805.48,0.2,High School,0
Female,Business,89307.8,34.4,Bachelor's,1
Female,Salaried,30336.45,0.6,High School,0
Male,Business,86752.43,6.9,Bachelor's,1
Female,Salaried,110804.38,1.7,Master's,1
Male,Self-Employed,122076.75,3.0,High School,1
Male,Business,150956.36,6.2,Bachelor's,1
Female,Business,37940.22,3.4,High School,0
Male,Pensioner,38696.42,0.0,Master's,0
Male,Salaried,54373.81,2.4,Master's,1
Female,Self-Employed,47226.04,2.5,High School,0
Male,Salaried,74812.17,19.2,Bachelor's,1
Male,Salaried,47538.16,9.6,Doctorate,1
Male,Self-Employed,76971.32,3.7,Bachelor's,1
Female,Salaried,25397.68,1.3,Bachelor's,0
Male,Self-Employed,57837.42,10.0,Bachelor's,1
Female,Student,24707.7,1.4,Bachelor's,0
Female,Salaried,63288.16,1.4,Doctorate,1
Male,Self-Employed,69247.87,2.7,Doctorate,1
Male,Salaried,79257.76,12.7,Master's,1
Male,Salaried,100119.85,0.8,Bachelor's,1
Female,Salaried,15343.26,0.8,Bachelor's,0
Male,Pensioner,33945.55,0.0,Bachelor's,0
Male,Pensioner,24497.92,0.0,Doctorate,0
Male,Pensioner,38928.54,0.0,Bachelor's,0
Male,Student,8544.28,2.0,Bachelor's,0
Male,Salaried,29174.4,3.4,High School,0
Female,Salaried,34620.67,0.7,Bachelor's,0
Female,Self-Employed,12000.0,0.9,Doctorate,0
Male,Salaried,48525.23,10.3,Bachelor's,1
Male,Salaried,104912.97,13.0,High School,1
Male,Salaried,61382.38,1.6,High School,0
Male,Self-Employed,24796.25,0.7,Bachelor's,0
Female,Self-Employed,50429.64,0.3,Master's,0
Male,Salaried,20364.15,5.6,Doctorate,0
Female,Salaried,31244.42,7.5,Master's,0
Female,Self-Employed,76664.57,2.8,Bachelor's,1
Male,Self-Employed,29783.8,6.8,Bachelor's,0
Female,Salaried,98379.03,7.5,Bachelor's,1
Female,Business,62866.39,16.4,Bachelor's,1
Female,Salaried,67567.84,0.4,Bachelor's,0
Female,Salaried,56648.81,1.3,Bachelor's,0
Male,Business,88185.44,0.4,Bachelor's,1
Male,Self-Employed,88494.8,12.1,High School,1
Female,Salaried,75051.63,9.4,Bachelor's,1
Male,Self-Employed,81943.67,5.1,Master's,1
Male,Self-Employed,58637.31,0.5,Master's,0
Male,Business,81266.09,1.9,Bachelor's,1
Male,Business,54863.67,2.1,High School,0
Male,Self-Employed,65066.95,4.9,Master's,1
Female,Salaried,56760.69,1.8,Bachelor's,0
Male,Salaried,51283.44,0.5,Bachelor's,0
Male,Salaried,44326.65,7.9,Bachelor's,1
Male,Salaried,79030.7,2.1,Bachelor's,1
Male,Self-Employed,104318.18,3.6,Bachelor's,1
Female,Self-Employed,100133.06,0.8,Master's,1
Female,Salaried,27303.04,9.7,High School,0
Female,Salaried,103676.09,5.0,High School,1
Female,Salaried,55455.24,13.9,High School,1
Male,Salaried,83021.99,4.1,Bachelor's,1
Female,Business,37813.54,17.0,High School,1
Male,Salaried,69259.4,13.3,High School,1
Male,Self-Employed,74411.7,,High School,0
Male,Pensioner,26409.93,0.0,High School,0
Male,Salaried,83248.01,2.3,Bachelor's,1
Male,Salaried,105378.05,2.7,High School,1
Female,Salaried,59760.56,0.3,Bachelor's,0
Female,Self-Employed,105805.04,5.3,Bachelor's,1
Female,Self-Employed,59309.2,7.7,High School,0
Female,Salaried,90487.54,8.9,Bachelor's,1
Male,Self-Employed,12000.0,1.0,Doctorate,0
Female,Pensioner,33965.83,0.0,Master's,0
Male,Salaried,109863.75,1.2,High School,1
Female,Salaried,56461.23,6.5,Master's,1
Male,Pensioner,20957.51,0.0,Bachelor's,0
Male,Self-Employed,73640.85,14.1,High School,1
Female,Pensioner,15777.72,0.0,Bachelor's,0
Male,Self-Employed,78345.61,2.1,Bachelor's,0
Male,Business,77346.97,11.4,Bachelor's,1
Female,Salaried,36757.9,,Bachelor's,0
Male,Business,98629.01,0.1,Bachelor's,1
Female,Pensioner,26794.41,0.0,High School,0
Female,Self-Employed,94274.7,0.5,Bachelor's,1
Female,Salaried,65265.73,25.3,Bachelor's,1
Male,Salaried,22534.28,5.3,Bachelor's,0
Male,Salaried,94336.17,1.8,Doctorate,1
Male,Salaried,56888.86,5.0,Master's,1
Female,Salaried,23306.6,0.5,Doctorate,0
Male,Self-Employed,105561.18,9.7,Bachelor's,1
Female,Self-Employed,127982.23,15.6,Bachelor's,1
Female,Salaried,,12.5,Bachelor's,1
Male,Self-Employed,129773.63,2.5,Bachelor's,1
Female,Salaried,67739.44,2.4,Bachelor's,0
Male,Salaried,53586.32,,Master's,0
Male,Salaried,46086.25,6.3,Bachelor's,0
Male,Self-Employed,114112.47,4.6,Bachelor's,1
Male,Salaried,41595.68,3.7,Master's,0
Male,Salaried,87058.08,14.3,Master's,1
Female,Salaried,48225.08,1.1,Bachelor's,0
Female,Business,51190.8,0.1,Bachelor's,0
Female,Salaried,95907.49,0.5,High School,0
Male,Self-Employed,53598.89,1.5,Bachelor's,0
Male,Self-Employed,52856.14,0.2,High School,0
Male,Business,,4.2,High School,1
Female,Pensioner,45287.98,0.0,Bachelor's,0
Male,Salaried,84340.69,1.2,Bachelor's,1
Female,Salaried,45356.91,8.3,Bachelor's,1
Female,Pensioner,16521.39,0.0,Master's,0
Male,Salaried,67397.46,7.0,High School,1
Male,Self-Employed,74627.9,,Bachelor's,0
Female,Self-Employed,35364.02,4.3,Bachelor's,0
Male,Self-Employed,86691.14,16.3,High School,1
Female,Pensioner,30012.52,,Bachelor's,0
Male,Student,24063.65,1.5,Bachelor's,0
Male,Business,37132.21,11.6,Bachelor's,1
Female,Salaried,49876.14,5.3,Master's,1
Male,Pensioner,49491.64,0.0,Bachelor's,0
Female,Salaried,121678.36,3.0,Doctorate,1
Male,Salaried,72145.14,6.8,Bachelor's,1
Female,Pensioner,29768.93,0.0,High School,0
Female,Salaried,71618.92,0.3,Bachelor's,0
Male,Salaried,54437.37,0.4,High School,0
Female,Salaried,74742.75,2.4,Bachelor's,1
Male,Pensioner,48263.45,0.0,Bachelor's,0
Male,Self-Employed,101276.92,1.8,Bachelor's,1
Male,Self-Employed,64271.41,1.5,High School,0
Female,Salaried,114168.82,1.3,Bachelor's,1
Female,Business,92240.68,0.8,High School,0
Male,Business,43776.81,16.3,Bachelor's,1
Male,Salaried,131295.67,0.9,Master's,1
Female,Salaried,74809.84,1.4,Doctorate,1
Male,Salaried,39946.26,1.7,High School,0
Male,Student,19918.34,0.1,Bachelor's,0
Female,Self-Employed,127333.33,8.5,Bachelor's,1
Male,Pensioner,37496.11,0.0,Master's,0
Female,Salaried,49890.49,0.7,Bachelor's,0
Male,Business,59828.75,10.9,High School,1
Female,Business,86441.95,3.1,Bachelor's,1
Male,Self-Employed,103335.7,1.8,Bachelor's,1
Male,Student,15146.37,0.5,Bachelor's,0
Female,Salaried,68051.7,10.4,Master's,1
Male,Salaried,109940.35,9.0,High School,1
Female,Self-Employed,55614.91,13.2,Doctorate,1
Male,Business,95927.58,15.8,High School,1
Female,Self-Employed,56358.12,1.6,Doctorate,0
Female,Salaried,77930.69,3.3,Master's,1
Female,Self-Employed,61593.12,0.1,Bachelor's,0
Female,Salaried,63324.43,12.7,Bachelor's,1
Male,Salaried,53678.4,1.0,High School,0
Male,Self-Employed,105345.62,11.9,High School,1
Female,Business,43012.22,2.4,High School,0
Female,Salaried,42793.03,2.8,High School,0
Female,Salaried,128629.81,0.2,Bachelor's,1
Male,Salaried,94335.43,2.4,High School,1
Male,Salaried,12000.0,13.2,Master's,1
Male,Business,,0.2,Bachelor's,0
Male,Pensioner,19534.38,0.0,Bachelor's,0
Female,Salaried,36479.28,0.2,Bachelor's,0
Female,Business,12000.0,2.8,Bachelor's,0
Female,Pensioner,45505.9,0.0,High School,0
Male,Business,30741.75,1.7,Bachelor's,0
Male,Salaried,66797.16,12.6,Master's,1
Male,Student,,0.7,Bachelor's,0
Female,Salaried,67487.36,1.9,Bachelor's,0
Female,Salaried,52552.51,5.3,Master's,1
Male,Salaried,110058.59,0.9,High School,1
Female,Salaried,107340.71,1.8,Bachelor's,1
Male,Salaried,88560.37,4.7,Bachelor's,1
Male,Salaried,55201.59,1.6,Bachelor's,0
Female,Salaried,124561.41,6.8,Master's,1
Male,Business,18408.94,4.1,Master's,0
Female,Pensioner,20557.17,0.0,Bachelor's,0
Male,Salaried,62486.51,17.8,High School,1
Female,Pensioner,22215.77,0.0,Master's,0
Female,Pensioner,49718.47,0.0,Bachelor's,0
Female,Business,59502.64,2.3,High School,0
Male,Salaried,21742.69,1.0,Bachelor's,0
Male,Self-Employed,93377.89,10.0,Bachelor's,1
Female,Pensioner,41358.02,0.0,High School,0
Female,Self-Employed,88672.26,4.0,Master's,1
Male,Salaried,46123.38,4.6,Bachelor's,0
Male,Self-Employed,43798.8,0.4,Bachelor's,0
Male,Self-Employed,26206.33,4.9,Bachelor's,0
Female,Self-Employed,67516.18,9.4,Master's,1
Male,Salaried,32587.78,5.1,High School,0
Male,Salaried,29677.5,1.8,Bachelor's,0
Female,Business,52289.28,6.6,Master's,1
Male,Pensioner,48669.02,0.0,High School,0
Male,Salaried,48860.64,4.7,Bachelor's,0
Male,Student,8291.26,0.6,High School,0
Female,Salaried,67371.43,2.9,Bachelor's,1
Female,Self-Employed,56355.32,7.6,Master's,1
Female,Business,70490.39,12.9,High School,1
Female,Business,35254.19,0.0,Master's,0
Female,Pensioner,32607.4,0.0,Master's,0
Female,Salaried,69518.07,4.3,Bachelor's,1
Female,Pensioner,32313.39,0.0,Bachelor's,0
Male,Salaried,94870.81,11.6,High School,1
Male,Business,38556.99,3.8,Master's,0
Female,Business,67709.29,10.8,Bachelor's,1
Male,Self-Employed,99932.35,1.2,Bachelor's,1
Male,Salaried,92770.3,1.0,Bachelor's,1
Female,Pensioner,21123.13,0.0,Bachelor's,0
Male,Salaried,54125.03,12.2,Master's,1
Male,Salaried,93425.36,13.4,Bachelor's,1
Male,Business,85240.85,6.2,Master's,1
Male,Salaried,46449.05,4.5,Bachelor's,0
Male,Business,41153.19,2.4,High School,0
Female,Salaried,12000.0,23.5,Master's,1
Female,Salaried,69620.96,2.3,Bachelor's,1
Female,Business,62519.07,8.2,Bachelor's,1
Male,Self-Employed,99085.74,4.6,Doctorate,1
Female,Salaried,75771.65,5.6,High School,1
Male,Business,105026.88,3.0,Bachelor's,1
Male,Self-Employed,44079.07,20.1,High School,1
Male,Self-Employed,99144.51,5.1,Bachelor's,1
Male,Salaried,49132.51,16.7,Master's,1
Female,Business,88327.88,0.0,Doctorate,1
Female,Business,21237.25,5.1,Bachelor's,0
Male,Business,72054.06,7.6,Master's,1
Female,Salaried,12000.0,8.2,Master's,0
Male,Business,56985.88,14.1,Bachelor's,1
Female,Self-Employed,78210.62,0.0,High School,0
Female,Self-Employed,49370.94,0.0,Bachelor's,0
Male,Salaried,33486.87,3.8,Doctorate,0
Female,Pensioner,40662.68,0.0,Doctorate,0
Male,Business,61896.12,22.0,Bachelor's,1
Female,Salaried,50312.88,1.5,Master's,0
Male,Salaried,66256.88,3.8,High School,0
Male,Pensioner,27662.21,0.0,High School,0
Female,Salaried,99605.09,4.4,Doctorate,1
Female,Student,11639.67,0.4,High School,0
Male,Self-Employed,78066.39,0.3,High School,0
Female,Self-Employed,69994.56,2.4,Bachelor's,0
Female,Salaried,12000.0,3.0,Bachelor's,0
Male,Salaried,44630.59,27.6,Bachelor's,1
Male,Pensioner,34728.05,0.0,Bachelor's,0
Female,Salaried,12000.0,4.7,Master's,0
Male,Business,30277.53,26.2,Master's,1
Male,Salaried,12000.0,9.4,Bachelor's,0
Male,Salaried,63850.28,30.1,Bachelor's,1
Female,Salaried,89562.98,20.7,Bachelor's,1
Female,Self-Employed,98203.24,4.0,Bachelor's,1
Male,Student,14637.82,1.5,Bachelor's,0
Female,Salaried,36098.11,0.7,Bachelor's,0
Male,Salaried,12000.0,3.5,Bachelor's,0
Female,Salaried,12293.94,9.9,High School,0
Male,Self-Employed,26930.52,4.2,Bachelor's,0
Male,Salaried,38334.21,7.3,Bachelor's,0
Female,Pensioner,33395.82,0.0,Bachelor's,0
Male,Self-Employed,34575.07,1.8,Master's,0
Female,Self-Employed,75169.28,12.5,Bachelor's,1
Female,Salaried,58031.79,3.7,Master's,0
Male,Student,23293.82,0.3,High School,0
Male,Salaried,99207.52,12.0,Bachelor's,1
Female,Salaried,29593.05,3.2,Master's,0
Male,Self-Employed,77561.14,8.3,Bachelor's,1
Male,Self-Employed,64580.8,4.8,Bachelor's,1
Male,Salaried,54995.41,2.9,Bachelor's,0
Male,Salaried,,10.0,Master's,1
Male,Business,91370.42,5.3,Bachelor's,1
Female,Salaried,36605.28,3.0,Master's,0
Female,Business,59535.18,0.7,Doctorate,1
Male,Self-Employed,73436.35,13.5,Bachelor's,1
Male,Salaried,56809.8,0.2,Bachelor's,0
Male,Salaried,82550.64,11.9,High School,1
Female,Salaried,73435.76,2.7,Bachelor's,1
Male,Business,119976.84,6.1,Bachelor's,1
Female,Self-Employed,19091.63,15.3,Master's,1
Female,Salaried,61326.92,1.0,Bachelor's,0
Female,Self-Employed,37744.92,5.0,Doctorate,0
Male,Student,18668.53,1.9,Bachelor's,0
Female,Salaried,16484.84,8.5,Bachelor's,0
Male,Pensioner,15617.1,0.0,Bachelor's,0
Female,Salaried,46098.55,5.9,Bachelor's,0
Male,Salaried,42975.14,8.5,Master's,1
Female,Salaried,21605.05,11.0,Bachelor's,0
Male,Salaried,51047.72,8.6,High School,0
Female,Salaried,97535.02,2.6,Bachelor's,1
Male,Salaried,64244.34,34.3,Bachelor's,1
Male,Pensioner,33797.6,0.0,Master's,0
Male,Business,114939.25,0.1,Doctorate,1
Male,Business,72912.67,2.7,High School,0
Female,Salaried,48236.01,0.8,Bachelor's,0
Female,Salaried,79017.57,0.8,Bachelor's,0
Male,Salaried,48671.12,2.0,Doctorate,0
Female,Business,49867.32,0.3,Master's,0
Male,Pensioner,37022.66,0.0,Bachelor's,0
Male,Salaried,92787.72,0.5,Bachelor's,1
Female,Salaried,53419.92,1.4,High School,0
Male,Self-Employed,70462.95,0.6,Bachelor's,0
Male,Salaried,33921.14,0.4,Bachelor's,0
Female,Salaried,78078.43,1.9,Bachelor's,1
Male,Self-Employed,42141.76,5.1,Bachelor's,0
Male,Business,60748.74,20.1,Bachelor's,1
Male,Salaried,91334.78,12.5,Bachelor's,1
Male,Salaried,88722.78,12.5,Bachelor's,1
Female,Student,24921.34,2.0,High School,0
Female,Salaried,12000.0,1.8,High School,0
Female,Salaried,154784.32,0.5,High School,1
Male,Salaried,117375.77,9.0,Master's,1
Male,Salaried,86680.24,0.4,High School,0
Female,Salaried,42403.89,4.9,Master's,0
Male,Business,61592.24,1.7,High School,0
Male,Salaried,48697.39,1.7,Bachelor's,0
Male,Salaried,102915.68,28.1,Master's,1
Male,Self-Employed,72875.09,8.5,Bachelor's,1
Female,Self-Employed,41475.08,10.9,High School,0
Female,Pensioner,45016.39,0.0,Bachelor's,0
Female,Pensioner,17234.08,0.0,Master's,0
Male,Salaried,113002.94,6.2,Bachelor's,1
Female,Business,110849.95,17.5,Bachelor's,1
Female,Salaried,87710.96,2.0,Bachelor's,1
Male,Student,17253.22,1.9,Bachelor's,0
Male,Salaried,12000.0,7.0,High School,0
Female,Student,13143.86,1.6,Bachelor's,0
Female,Business,64945.14,12.7,Bachelor's,1
Female,Salaried,69199.46,23.4,Bachelor's,1
Female,Self-Employed,66616.92,4.1,Master's,1
Male,Student,14264.88,0.6,Master's,0
Female,Pensioner,20140.61,0.0,Master's,0
Female,Salaried,83966.49,11.5,High School,1
Male,Business,85470.16,6.2,Bachelor's,1
Female,Salaried,93397.31,0.3,Master's,1
Male,Salaried,83121.55,4.7,High School,1
Male,Salaried,52699.12,0.1,High School,0
Male,Salaried,62874.89,9.0,Master's,1
Female,Business,67733.75,2.4,Bachelor's,1
Female,Salaried,68230.98,3.8,Bachelor's,1
Male,Business,94946.53,9.6,Bachelor's,1
Female,Salaried,84310.06,0.3,Master's,1
Female,Salaried,127320.3,1.0,Bachelor's,1
Male,Salaried,131194.07,3.0,Master's,1
Male,Salaried,67389.49,1.6,Bachelor's,1
Female,Salaried,12000.0,2.5,Bachelor's,0
Male,Salaried,102104.97,37.8,Bachelor's,1
Female,Self-Employed,48788.71,10.5,High School,0
Female,Salaried,40955.48,12.9,Bachelor's,1
Female,Salaried,53046.64,16.6,Bachelor's,1
Female,Salaried,51600.71,2.5,Master's,0
Male,Pensioner,27497.31,0.0,Bachelor's,0
Male,Pensioner,45016.61,0.0,Bachelor's,0
Male,Salaried,32668.38,10.6,Bachelor's,0
Male,Salaried,75294.76,6.8,Master's,1
Female,Salaried,83688.32,,Bachelor's,1
Female,Student,8017.56,0.1,Bachelor's,0
Male,Salaried,41388.91,4.2,Master's,0
Female,Salaried,35652.03,4.5,Bachelor's,0
Female,Salaried,49800.95,,Bachelor's,1
Female,Salaried,72196.18,2.9,Bachelor's,0
Male,Salaried,109564.32,14.4,Bachelor's,1
Male,Business,12000.0,3.5,Bachelor's,0
Male,Salaried,58378.14,8.2,High School,1
Female,Self-Employed,25019.65,16.0,Master's,1
Male,Salaried,15432.72,14.3,High School,0
Male,Salaried,94008.7,0.4,Bachelor's,1
Male,Pensioner,19379.07,0.0,High School,0
Male,Salaried,78483.01,3.9,Bachelor's,1
Male,Business,92630.78,3.4,High School,1
Male,Self-Employed,50608.43,6.1,Bachelor's,0
Female,Salaried,52020.87,17.4,Bachelor's,1
Female,Student,24939.74,0.8,High School,0
Male,Salaried,57602.87,3.6,Bachelor's,0
Male,Pensioner,21067.53,0.0,Master's,0
Female,Salaried,65191.45,13.5,Bachelor's,1
Female,Pensioner,20091.89,0.0,Master's,0
Male,Salaried,12000.0,3.9,Master's,0
Male,Self-Employed,47630.47,0.7,Doctorate,0
Male,Business,96683.04,9.2,Master's,1
Male,Pensioner,47026.95,,Bachelor's,0
Female,Pensioner,45871.77,0.0,Doctorate,0
Male,Business,35388.61,13.1,Master's,1
Male,Pensioner,16128.41,0.0,Master's,0
Male,Salaried,36053.2,4.9,High School,0
Male,Salaried,71384.73,5.0,Doctorate,1
Female,Salaried,64689.43,2.1,Master's,1
Female,Salaried,59783.79,5.3,Master's,0
Female,Salaried,105157.76,3.5,High School,1
Male,Self-Employed,43846.68,2.2,High School,0
Male,Salaried,24511.84,0.4,Doctorate,0
Female,Self-Employed,65599.86,1.7,Bachelor's,0
Male,Salaried,53005.2,1.3,Bachelor's,0
Male,Salaried,166321.49,4.7,Master's,1
Female,Self-Employed,85295.22,5.5,High School,1
Female,Business,52719.78,5.6,Bachelor's,1
Female,Business,33316.65,2.9,Bachelor's,0
Female,Self-Employed,12000.0,3.3,Bachelor's,0
Male,Salaried,34243.43,10.8,Bachelor's,1
Male,Self-Employed,68448.25,3.9,High School,0
Female,Salaried,107819.86,26.4,High School,1
Male,Salaried,98650.67,3.5,Bachelor's,1
Female,Salaried,71872.84,6.3,Master's,1
Female,Salaried,55304.97,0.3,Bachelor's,0
